Product Type,Temperature (°C),Humidity (%),Shock Level (g),Risk Level
Meat,1.0,92.7,2.33,1
Eggs,6.7,53.9,4.71,1
Fruits,4.4,74.1,3.63,1
Eggs,9.6,56.1,4.84,1
Vegetables,4.4,88.6,3.65,1
Vegetables,8.4,81.7,4.76,1
Fruits,6.3,71.7,2.52,1
Fruits,5.1,74.0,0.32,0
Fruits,9.2,86.4,3.49,1
Meat,3.4,93.7,1.88,1
Milk,2.8,76.9,0.9,0
Eggs,3.0,61.8,4.84,1
Eggs,7.6,51.6,1.87,1
Eggs,7.1,64.1,4.93,1
Milk,9.5,78.6,2.64,1
Meat,4.1,87.1,4.42,1
Milk,9.3,60.5,0.98,1
Meat,6.0,75.9,0.62,0
Milk,6.5,72.0,0.52,0
Fruits,5.4,85.2,2.47,1
Meat,3.8,94.6,2.84,1
Eggs,6.1,51.1,2.79,1
Meat,2.2,71.9,4.47,1
Meat,2.9,71.8,3.71,1
Milk,3.1,81.2,1.98,0
Milk,8.0,82.1,1.04,1
Fruits,12.0,78.6,0.49,1
Eggs,7.3,51.2,3.04,1
Milk,6.1,78.8,1.97,0
Meat,4.1,74.8,2.3,0
Eggs,3.8,60.5,3.3,1
Fruits,8.1,87.1,2.86,1
Meat,6.7,79.3,2.29,1
Fruits,11.8,88.2,0.17,1
Meat,4.3,82.3,2.75,1
Eggs,7.9,52.1,3.48,1
Eggs,2.7,50.9,1.62,0
Fruits,13.7,71.4,3.75,1
Milk,3.4,65.3,3.42,1
Eggs,6.5,65.3,3.11,1
Vegetables,7.3,85.7,3.66,1
Vegetables,6.1,96.8,1.07,1
Milk,5.3,80.4,1.39,0
Vegetables,4.9,91.3,4.69,1
Fruits,10.7,80.7,2.47,1
Milk,5.9,86.8,1.43,1
Milk,6.1,88.6,1.94,1
Eggs,8.6,63.6,1.72,1
Eggs,8.1,63.2,4.62,1
Vegetables,11.0,95.6,4.23,1
Fruits,4.8,73.8,4.38,1
Milk,6.4,70.1,2.54,1
Eggs,4.3,55.5,2.66,1
Fruits,9.3,76.1,2.52,1
Vegetables,3.5,93.5,3.57,1
Milk,3.5,85.8,0.36,1
Eggs,4.3,60.9,3.87,1
Vegetables,8.8,97.8,3.77,1
Fruits,7.6,83.0,2.03,0
Vegetables,2.6,87.6,3.72,1
Eggs,4.4,60.9,0.76,0
Eggs,3.0,62.1,3.0,1
Vegetables,6.1,82.9,0.52,0
Eggs,9.4,64.2,3.01,1
Eggs,4.4,51.0,4.97,1
Milk,6.8,65.5,1.62,0
Vegetables,8.8,96.4,2.61,1
Meat,3.1,81.6,3.16,1
Vegetables,11.8,91.6,0.81,1
Eggs,7.0,69.9,4.26,1
Vegetables,3.1,93.1,4.32,1
Milk,8.2,84.5,1.26,1
Eggs,5.8,59.1,1.22,0
Vegetables,8.2,88.6,3.39,1
Fruits,5.1,85.5,0.45,1
Vegetables,6.2,90.3,1.6,1
Eggs,7.8,59.6,3.8,1
Milk,8.0,82.5,0.93,1
Milk,9.1,66.3,2.04,1
Vegetables,3.4,91.2,4.42,1
Eggs,8.9,69.2,0.38,1
Milk,5.4,65.0,4.36,1
Eggs,2.8,55.4,2.7,1
Milk,6.5,80.6,1.02,0
Vegetables,4.5,89.1,4.46,1
Eggs,5.2,66.2,4.34,1
Milk,7.8,62.5,2.67,1
Fruits,11.3,82.7,3.46,1
Meat,5.8,75.7,4.5,1
Meat,4.2,85.9,3.3,1
Meat,7.8,82.1,3.67,1
Vegetables,11.3,87.9,3.96,1
Meat,5.4,86.5,3.62,1
Fruits,8.4,84.2,1.39,0
Meat,5.3,76.4,3.9,1
Vegetables,6.1,89.7,2.43,1
Meat,1.3,78.3,2.77,1
Vegetables,6.6,94.2,0.73,1
Eggs,7.4,54.6,1.71,1
Fruits,9.6,71.4,2.51,1
Milk,9.5,77.0,4.75,1
Vegetables,3.8,90.4,2.64,1
Vegetables,8.8,86.6,0.66,1
Meat,4.6,83.6,1.07,0
Meat,3.3,91.5,0.52,1
Meat,6.5,81.8,0.02,1
Milk,6.7,66.8,3.04,1
Vegetables,8.1,83.3,1.83,1
Milk,2.5,74.3,4.31,1
Milk,2.4,89.5,4.36,1
Eggs,7.0,57.1,3.76,1
Fruits,5.3,87.6,3.63,1
Fruits,10.1,88.9,2.03,1
Vegetables,7.4,89.2,4.92,1
Fruits,13.2,79.3,0.18,1
Meat,0.9,83.1,4.56,1
Meat,3.5,75.2,2.76,1
Meat,6.9,82.7,4.85,1
Eggs,5.3,52.2,0.01,0
Vegetables,10.9,92.7,1.32,1
Eggs,4.3,66.7,0.73,0
Vegetables,9.4,93.7,0.31,1
Fruits,5.6,88.6,4.56,1
Vegetables,10.2,96.3,0.54,1
Eggs,4.4,61.5,4.15,1
Milk,3.5,79.8,0.46,0
Milk,3.7,75.2,2.57,1
Milk,10.0,89.3,4.83,1
Eggs,3.2,62.6,0.36,0
Eggs,5.2,62.9,4.59,1
Vegetables,3.1,89.8,4.45,1
Vegetables,4.0,82.9,1.05,0
Fruits,14.7,78.1,3.49,1
Meat,1.0,79.2,1.11,0
Vegetables,10.9,82.8,3.73,1
Meat,7.8,72.0,3.34,1
Vegetables,3.8,91.0,3.59,1
Fruits,4.3,74.2,0.06,0
Vegetables,8.3,88.6,4.15,1
Eggs,5.0,60.4,0.67,0
Vegetables,8.1,96.0,1.48,1
Fruits,13.6,84.4,0.65,1
Fruits,7.7,78.7,1.9,0
Vegetables,8.3,97.2,3.52,1
Vegetables,5.9,92.9,3.96,1
Fruits,4.7,71.6,4.62,1
Milk,5.1,87.8,4.41,1
Fruits,10.2,82.1,3.98,1
Eggs,5.8,58.7,4.63,1
Fruits,6.9,87.8,3.85,1
Milk,5.1,79.4,4.85,1
Milk,3.2,64.1,2.1,0
Vegetables,7.3,97.5,0.98,1
Fruits,5.4,83.4,0.69,0
Vegetables,5.0,82.5,3.5,1
Eggs,7.3,62.1,1.27,1
Fruits,14.3,86.6,2.02,1
Meat,4.5,76.4,3.93,1
Eggs,8.9,69.2,2.07,1
Meat,1.8,77.5,0.4,0
Vegetables,10.6,91.9,1.96,1
Meat,6.5,84.5,0.63,1
Eggs,2.7,67.2,4.49,1
Vegetables,3.2,92.9,0.86,1
Vegetables,11.4,96.9,3.11,1
Milk,6.0,78.5,0.28,0
Meat,6.2,71.6,1.71,1
Milk,7.2,66.7,0.78,1
Fruits,10.6,81.5,4.41,1
Meat,0.7,80.6,4.6,1
Vegetables,9.5,85.2,4.39,1
Vegetables,6.1,91.5,1.07,1
Milk,2.5,80.7,0.99,0
Fruits,14.7,89.3,0.05,1
Eggs,2.5,54.2,1.66,0
Milk,9.6,89.2,4.83,1
Milk,4.1,61.9,2.57,1
Meat,7.7,82.0,3.74,1
Eggs,4.0,57.3,0.31,0
Meat,2.2,94.9,0.75,1
Meat,2.9,84.2,2.78,1
Vegetables,2.3,83.0,4.45,1
Vegetables,8.5,83.7,0.7,1
Meat,3.3,91.0,3.01,1
Meat,7.3,70.3,4.95,1
Meat,6.4,76.8,1.96,1
Eggs,3.5,59.6,2.3,0
Eggs,2.3,58.2,3.55,1
Fruits,9.0,77.5,3.19,1
Fruits,11.1,89.8,2.78,1
Milk,5.8,60.5,1.03,0
Milk,7.9,88.1,1.61,1
Fruits,5.0,77.1,4.07,1
Vegetables,3.3,94.3,3.53,1
Eggs,8.2,67.7,4.88,1
Fruits,5.3,81.1,3.98,1
Milk,7.7,65.5,0.98,1
Milk,3.9,88.6,3.97,1
Meat,5.1,72.9,2.41,0
Fruits,15.0,74.1,1.33,1
Meat,5.6,70.3,3.0,1
Meat,0.5,91.4,2.61,1
Fruits,9.3,85.7,4.84,1
Meat,0.4,75.4,1.56,0
Milk,3.0,76.3,3.93,1
Milk,9.0,75.0,2.22,1
Fruits,10.6,85.0,4.47,1
Eggs,4.2,67.7,1.93,0
Eggs,5.1,64.3,3.44,1
Milk,3.3,86.8,4.52,1
Eggs,7.6,67.1,1.98,1
Meat,2.7,72.3,2.54,1
Milk,4.2,82.8,0.44,0
Fruits,8.2,77.6,3.68,1
Meat,0.2,72.7,2.28,0
Eggs,7.7,65.8,2.5,1
Fruits,13.8,77.0,0.04,1
Fruits,6.9,71.1,2.23,0
Eggs,8.2,55.8,3.0,1
Milk,7.9,67.8,2.64,1
Fruits,7.7,79.9,4.72,1
Meat,3.3,76.5,3.42,1
Milk,8.4,86.9,0.44,1
Eggs,7.0,67.0,4.74,1
Vegetables,6.1,87.1,1.17,1
Vegetables,4.4,85.2,0.27,1
Fruits,6.4,70.2,0.8,0
Milk,2.5,69.6,4.01,1
Meat,5.5,79.5,2.0,0
Vegetables,11.9,91.2,2.41,1
Vegetables,11.8,87.2,1.16,1
Fruits,5.5,77.0,0.78,0
Milk,4.6,68.4,3.19,1
Milk,8.7,60.1,1.99,1
Fruits,7.9,80.8,4.21,1
Milk,4.9,74.6,1.5,0
Vegetables,11.9,83.8,1.53,1
Meat,3.8,93.6,0.27,1
Eggs,4.5,64.7,4.66,1
Fruits,6.7,79.9,1.89,0
Eggs,4.2,54.8,1.68,0
Meat,7.3,84.9,4.86,1
Vegetables,9.8,88.2,3.78,1
Fruits,12.0,78.7,2.18,1
Fruits,7.9,82.4,3.65,1
Eggs,9.1,53.0,2.47,1
Meat,0.6,92.1,0.43,1
Fruits,12.8,84.5,0.79,1
Meat,0.5,74.1,1.58,0
Eggs,9.0,57.7,3.57,1
Eggs,2.1,52.4,1.17,0
Eggs,3.0,61.5,4.7,1
Milk,5.4,63.8,4.39,1
Meat,7.1,85.2,2.49,1
Eggs,9.0,56.1,3.64,1
Fruits,13.0,81.1,3.13,1
Milk,9.8,82.0,0.73,1
Milk,4.5,64.1,3.93,1
Meat,7.1,77.1,4.72,1
Milk,9.0,82.9,4.82,1
Meat,2.5,84.4,1.83,0
Meat,4.9,89.8,0.53,1
Eggs,9.2,69.1,0.04,1
Fruits,14.0,86.0,3.96,1
Vegetables,6.4,90.1,2.36,1
Meat,2.5,81.6,0.99,0
Milk,7.8,68.3,1.68,1
Vegetables,3.0,84.5,3.63,1
Vegetables,7.3,83.5,4.24,1
Vegetables,4.4,95.1,2.29,1
Fruits,5.8,79.9,0.19,0
Fruits,7.0,74.4,4.02,1
Vegetables,4.4,90.9,3.33,1
Eggs,4.0,58.2,2.76,1
Eggs,9.0,67.1,1.62,1
Eggs,9.1,59.1,4.41,1
Milk,2.1,77.8,2.47,0
Meat,4.2,85.2,2.41,1
Milk,8.4,76.8,2.08,1
Milk,9.7,65.8,4.91,1
Milk,3.8,76.1,3.28,1
Fruits,8.6,86.6,2.11,1
Milk,7.4,60.2,3.95,1
Vegetables,2.4,91.6,2.63,1
Eggs,7.6,56.8,0.59,1
Fruits,13.8,70.2,0.38,1
Meat,2.6,93.9,0.72,1
Meat,5.3,90.5,3.21,1
Meat,4.4,86.3,3.39,1
Meat,3.0,85.1,3.37,1
Meat,7.0,83.3,3.73,1
Fruits,8.9,88.6,1.54,1
Eggs,3.8,60.4,1.69,0
Meat,4.1,78.9,0.83,0
Fruits,4.7,81.3,2.06,0
Fruits,8.4,86.1,4.22,1
Fruits,10.9,84.7,2.34,1
Vegetables,3.5,81.1,0.94,0
Meat,3.6,85.2,0.02,1
Eggs,5.1,57.4,2.01,0
Fruits,5.7,80.3,0.97,0
Vegetables,7.9,95.2,3.38,1
Vegetables,4.3,86.8,0.25,1
Meat,5.0,88.1,1.47,1
Fruits,5.2,83.0,4.21,1
Milk,7.1,88.1,3.73,1
Milk,5.9,82.8,1.25,0
Meat,3.4,75.9,1.1,0
Fruits,12.4,71.0,3.34,1
Fruits,6.3,84.3,0.35,0
Vegetables,8.0,92.0,2.58,1
Vegetables,4.5,94.5,3.55,1
Vegetables,6.2,89.5,4.33,1
Milk,2.4,73.1,1.39,0
Meat,2.3,80.5,4.36,1
Vegetables,4.2,82.7,4.15,1
Meat,5.7,83.1,3.28,1
Fruits,12.3,78.5,3.42,1
Meat,4.5,73.0,3.24,1
Fruits,14.9,71.9,2.83,1
Eggs,9.7,68.7,4.17,1
Meat,7.8,77.3,1.56,1
Meat,5.4,71.4,1.59,0
Eggs,2.4,67.3,4.17,1
Meat,2.1,88.8,1.12,1
Meat,5.6,92.6,3.25,1
Eggs,9.6,50.2,2.15,1
Fruits,9.2,86.5,1.51,1
Vegetables,8.3,96.6,3.69,1
Eggs,6.2,50.4,2.0,0
Milk,5.2,73.0,4.43,1
Milk,9.9,76.3,3.43,1
Eggs,7.7,61.9,1.07,1
Fruits,10.8,84.2,4.15,1
Eggs,6.5,63.2,2.65,1
Eggs,3.6,52.8,4.97,1
Milk,6.6,62.8,0.22,0
Milk,6.0,80.8,3.42,1
Vegetables,4.2,96.3,3.17,1
Meat,2.5,93.3,0.04,1
Meat,6.8,76.1,1.54,1
Vegetables,8.2,94.3,2.83,1
Fruits,4.2,79.5,3.76,1
Vegetables,4.0,97.3,3.89,1
Meat,1.7,88.1,1.53,1
Meat,5.6,77.5,0.36,0
Vegetables,8.5,81.3,0.84,1
Vegetables,9.8,97.9,3.62,1
Milk,2.1,71.3,0.75,0
Meat,7.6,88.4,3.88,1
Eggs,3.0,66.7,1.24,0
Fruits,14.8,86.7,0.68,1
Milk,5.5,84.4,0.58,0
Fruits,6.7,84.0,1.42,0
Fruits,7.8,71.0,1.74,0
Meat,3.7,85.4,0.38,1
Vegetables,5.1,87.3,1.13,1
Eggs,9.0,51.2,3.97,1
Vegetables,9.1,97.4,3.15,1
Eggs,8.4,65.3,3.96,1
Vegetables,5.7,87.9,2.28,1
Vegetables,5.5,95.0,1.75,1
Vegetables,4.6,83.7,4.22,1
Milk,6.0,79.4,0.6,0
Meat,0.4,70.1,4.94,1
Fruits,10.3,81.1,1.75,1
Meat,0.6,78.8,4.13,1
Eggs,5.0,54.8,0.69,0
Milk,3.7,67.2,2.99,1
Vegetables,6.9,93.3,0.76,1
Fruits,7.3,77.2,4.07,1
Meat,2.5,90.1,0.13,1
Milk,9.8,87.2,2.59,1
Fruits,8.8,85.9,0.16,1
Eggs,2.7,56.8,3.98,1
Meat,1.2,71.5,0.92,0
Eggs,7.4,60.6,4.86,1
Meat,4.7,86.7,2.48,1
Milk,2.8,77.1,0.58,0
Milk,9.8,69.5,3.81,1
Milk,2.7,61.0,3.36,1
Vegetables,7.8,85.1,0.75,1
Fruits,11.9,89.7,2.8,1
Fruits,7.9,85.7,1.68,1
Eggs,8.9,63.9,2.97,1
Meat,4.4,93.0,3.92,1
Milk,7.2,64.0,3.61,1
Milk,4.8,70.0,4.44,1
Meat,2.2,70.4,1.47,0
Vegetables,5.2,92.9,3.18,1
Milk,8.3,76.2,2.08,1
Eggs,3.5,55.4,0.69,0
Milk,3.7,84.5,2.68,1
Vegetables,6.6,81.6,2.57,1
Fruits,5.7,73.5,1.82,0
Meat,7.3,83.1,4.81,1
Meat,4.1,77.6,1.65,0
Meat,3.9,92.2,2.21,1
Eggs,2.7,60.0,1.05,0
Eggs,9.6,51.1,2.11,1
Eggs,7.9,66.6,1.37,1
Vegetables,5.2,95.7,3.74,1
Meat,1.8,87.4,2.93,1
Fruits,8.8,74.5,1.33,0
Vegetables,5.1,90.5,0.58,1
Milk,3.7,80.3,2.62,1
Meat,2.5,79.6,0.81,0
Meat,6.9,84.6,4.02,1
Meat,3.8,88.4,4.88,1
Meat,0.1,94.2,0.54,1
Vegetables,3.8,80.0,3.87,1
Eggs,5.1,63.7,3.42,1
Milk,3.3,60.3,3.75,1
Meat,6.4,77.8,0.81,1
Milk,5.6,79.4,4.82,1
Fruits,7.9,82.6,3.87,1
Vegetables,4.7,89.7,1.75,1
Milk,9.0,72.7,3.33,1
Eggs,9.6,53.8,1.47,1
Milk,7.0,79.1,2.01,0
Milk,6.6,88.9,2.2,1
Vegetables,5.4,81.1,4.99,1
Meat,3.9,76.9,4.53,1
Meat,7.7,93.6,0.44,1
Milk,6.6,71.1,4.19,1
Milk,8.3,87.2,1.15,1
Milk,7.4,68.3,0.24,1
Milk,8.5,64.2,0.5,1
Milk,4.0,84.1,3.56,1
Vegetables,6.6,85.0,3.66,1
Vegetables,5.6,84.0,3.16,1
Eggs,2.0,58.5,4.08,1
Milk,7.8,75.1,4.21,1
Milk,7.8,81.6,4.79,1
Fruits,13.2,79.1,0.24,1
Vegetables,2.6,92.9,0.02,1
Meat,2.6,71.2,4.02,1
Eggs,7.6,54.0,3.41,1
Eggs,2.2,51.9,2.12,0
Eggs,3.3,61.3,0.29,0
Meat,6.7,81.3,3.47,1
Milk,2.3,89.9,2.75,1
Milk,5.5,77.2,1.32,0
Eggs,5.9,59.5,1.75,0
Eggs,7.4,63.3,3.0,1
Fruits,11.7,75.3,1.59,1
Fruits,10.4,88.9,1.64,1
Eggs,6.2,60.0,3.58,1
Vegetables,8.3,92.4,1.31,1
Eggs,2.2,67.9,3.54,1
Milk,9.2,72.4,2.61,1
Vegetables,5.8,84.3,2.1,0
Eggs,5.4,55.1,1.7,0
Eggs,6.0,61.0,0.04,0
Eggs,4.1,50.1,4.24,1
Meat,6.9,88.8,3.84,1
Vegetables,5.7,94.3,2.03,1
Fruits,13.8,74.0,2.23,1
Fruits,7.6,70.4,3.09,1
Vegetables,4.0,91.2,3.78,1
Eggs,5.0,63.5,1.34,0
Fruits,6.9,72.6,0.6,0
Meat,3.5,88.2,0.93,1
Fruits,4.0,76.6,0.27,0
Meat,4.0,88.6,1.03,1
Eggs,7.0,60.1,3.51,1
Fruits,6.0,78.5,4.01,1
Meat,3.7,93.5,4.29,1
Meat,3.4,72.7,1.34,0
Eggs,8.3,53.8,3.86,1
Vegetables,2.0,82.1,1.49,0
Fruits,6.7,76.3,3.78,1
Fruits,5.0,80.1,3.32,1
Milk,2.7,68.4,0.76,0
Meat,8.0,91.7,2.1,1
Fruits,6.9,80.7,4.24,1
Eggs,7.3,66.0,3.82,1
Vegetables,6.6,83.0,0.14,0
Milk,5.9,89.5,2.36,1
Fruits,14.9,71.7,0.97,1
Meat,6.9,83.4,4.02,1
Vegetables,8.6,92.3,2.64,1
Milk,8.4,76.0,1.05,1
Milk,4.9,86.4,2.16,1
Fruits,7.4,76.3,4.33,1
Vegetables,2.0,90.1,2.69,1
Eggs,8.0,51.5,3.42,1
Meat,5.2,94.6,3.3,1
Meat,4.9,77.4,1.27,0
Milk,7.5,78.4,2.45,1
Vegetables,9.5,87.0,2.98,1
Vegetables,7.4,93.4,4.65,1
Vegetables,7.3,80.8,4.38,1
Milk,10.0,88.1,4.77,1
Milk,8.5,78.7,0.52,1
Meat,1.0,70.2,1.51,0
Vegetables,8.4,97.8,0.29,1
Eggs,2.3,55.8,4.54,1
Eggs,4.9,63.4,0.53,0
Eggs,9.9,53.2,2.56,1
Fruits,11.0,76.2,3.64,1
Milk,2.6,61.0,4.34,1
Meat,7.3,72.1,4.48,1
Fruits,6.0,70.7,1.12,0
Fruits,8.8,89.2,2.92,1
Vegetables,9.0,93.2,4.8,1
Milk,9.3,68.9,2.65,1
Meat,7.8,71.1,0.59,1
Meat,2.8,88.4,2.84,1
Milk,8.8,87.2,3.88,1
Fruits,12.8,86.3,4.83,1
Milk,5.3,67.3,3.64,1
Vegetables,8.2,97.3,4.02,1
Vegetables,3.9,80.7,3.09,1
Fruits,14.9,82.9,2.66,1
Vegetables,10.2,83.3,3.6,1
Meat,1.8,78.5,4.16,1
Meat,4.2,76.8,0.59,0
Fruits,13.5,79.9,4.23,1
Eggs,3.0,57.4,3.82,1
Vegetables,9.1,88.8,3.74,1
Fruits,7.9,89.1,3.89,1
Vegetables,4.9,85.3,0.56,1
Fruits,6.3,70.9,1.38,0
Fruits,11.5,73.2,1.35,1
Fruits,10.2,73.5,3.41,1
Eggs,3.9,61.9,1.02,0
Milk,4.9,78.2,1.21,0
Fruits,9.4,84.2,0.84,1
Meat,2.8,77.0,0.01,0
Meat,1.8,91.8,2.9,1
Vegetables,8.8,95.5,0.37,1
Fruits,6.4,78.2,4.19,1
Vegetables,3.8,96.3,0.14,1
Vegetables,11.0,94.0,0.19,1
Eggs,4.5,68.0,4.59,1
Meat,4.5,84.9,0.34,0
Eggs,8.0,69.9,2.57,1
Meat,1.6,76.2,2.82,1
Meat,1.0,85.3,2.48,1
Milk,9.3,78.0,0.57,1
Meat,5.4,78.7,0.42,0
Fruits,8.5,81.5,3.73,1
Fruits,10.7,86.7,2.55,1
Vegetables,3.5,90.9,2.14,1
Eggs,7.0,57.9,2.64,1
Milk,8.8,71.2,3.89,1
Meat,2.9,88.4,4.28,1
Meat,2.9,85.4,4.95,1
Meat,6.5,74.8,0.99,1
Fruits,5.9,78.0,2.04,0
Vegetables,7.9,81.5,4.32,1
Fruits,14.8,77.3,1.84,1
Meat,0.3,71.5,0.23,0
Fruits,4.1,79.0,2.18,0
Meat,5.9,72.6,2.61,1
Eggs,8.9,56.6,4.03,1
Meat,1.2,70.3,4.19,1
Milk,7.2,89.8,2.74,1
Milk,9.8,84.5,2.15,1
Vegetables,10.2,93.3,3.1,1
Milk,6.0,81.4,4.43,1
Milk,3.7,63.0,2.43,0
Milk,4.8,89.3,4.35,1
Milk,9.5,74.3,2.29,1
Fruits,4.7,72.7,0.47,0
Fruits,11.3,72.6,2.61,1
Milk,6.5,76.2,4.16,1
Milk,6.6,86.1,1.37,1
Milk,6.5,72.2,2.49,0
Vegetables,6.0,91.8,3.92,1
Milk,7.0,63.8,3.46,1
Meat,0.6,92.5,3.23,1
Meat,0.9,71.2,2.35,0
Meat,6.6,75.9,3.67,1
Milk,3.5,86.9,1.82,1
Milk,3.8,76.5,3.37,1
Milk,3.9,74.7,1.88,0
Fruits,13.4,89.9,4.44,1
Vegetables,4.0,90.1,0.11,1
Fruits,4.4,72.2,3.79,1
Vegetables,11.9,94.5,3.34,1
Eggs,5.0,66.6,3.9,1
Vegetables,7.2,95.8,0.9,1
Milk,3.5,81.7,2.92,1
Vegetables,10.1,91.2,5.0,1
Milk,7.6,84.5,1.49,1
Fruits,8.2,80.0,1.01,0
Vegetables,11.6,82.5,4.91,1
Eggs,8.7,61.3,0.53,1
Meat,7.5,86.1,1.77,1
Eggs,2.8,64.2,2.62,1
Fruits,9.3,75.1,3.9,1
Eggs,6.7,65.6,0.7,0
Meat,6.5,76.0,3.84,1
Fruits,15.0,87.9,2.13,1
Vegetables,5.1,81.4,1.26,0
Vegetables,10.3,83.6,2.84,1
Vegetables,8.8,92.8,1.88,1
Vegetables,11.8,88.2,4.64,1
Meat,2.4,72.0,3.44,1
Fruits,10.3,71.1,0.29,1
Milk,6.9,89.4,2.77,1
Milk,5.3,78.0,0.34,0
Meat,5.9,90.1,1.87,1
Fruits,14.4,73.9,0.68,1
Meat,4.2,88.2,4.19,1
Vegetables,9.6,83.3,4.71,1
Eggs,3.8,68.8,4.09,1
Eggs,4.2,51.9,1.8,0
Meat,0.1,88.2,2.15,1
Milk,9.6,72.0,2.6,1
Eggs,7.7,54.3,2.37,1
Fruits,5.4,87.1,4.79,1
Meat,4.2,83.5,0.49,0
Eggs,8.4,57.3,0.13,1
Eggs,9.3,53.5,0.06,1
Fruits,14.1,70.9,0.38,1
Eggs,9.5,66.5,3.05,1
Eggs,6.5,57.3,1.42,0
Milk,7.4,74.2,2.37,1
Milk,6.6,76.3,3.29,1
Milk,2.9,87.5,1.46,1
Vegetables,3.9,93.4,4.79,1
Fruits,8.9,87.8,4.04,1
Eggs,8.5,53.7,0.85,1
Meat,4.9,70.7,1.09,0
Vegetables,3.2,81.9,0.82,0
Milk,4.6,87.1,3.3,1
Vegetables,10.2,93.8,0.71,1
Milk,8.0,68.3,4.11,1
Eggs,3.4,56.7,2.08,0
Milk,7.2,84.1,4.67,1
Eggs,4.7,69.7,1.71,0
Meat,4.9,76.5,2.26,0
Vegetables,7.1,85.0,0.77,0
Fruits,6.8,80.9,0.34,0
Meat,2.8,84.3,1.03,0
Fruits,8.7,71.4,1.14,0
Milk,3.5,67.0,4.54,1
Meat,1.4,93.9,0.69,1
Milk,4.3,63.3,2.06,0
Meat,1.6,76.0,4.07,1
Vegetables,5.3,83.7,2.11,0
Fruits,4.8,81.9,1.52,0
Vegetables,6.8,81.4,0.65,0
Eggs,6.1,67.8,4.12,1
Fruits,7.5,73.4,2.85,1
Milk,2.6,86.0,2.96,1
Meat,7.2,73.2,4.58,1
Fruits,5.0,75.9,1.18,0
Meat,2.9,94.0,1.47,1
Eggs,4.0,67.7,3.39,1
Meat,5.6,93.8,1.04,1
Meat,7.9,82.9,2.73,1
Vegetables,5.4,84.2,0.49,0
Meat,1.7,89.1,2.1,1
Meat,2.2,85.1,4.52,1
Vegetables,6.7,87.9,1.59,1
Milk,4.5,73.4,3.64,1
Milk,8.8,77.6,1.14,1
Meat,4.1,83.8,0.96,0
Milk,3.1,70.4,0.22,0
Milk,4.2,71.9,3.45,1
Vegetables,2.3,94.4,3.25,1
Fruits,14.9,85.5,3.55,1
Milk,5.6,65.5,2.43,0
Eggs,2.8,58.8,1.54,0
Vegetables,11.5,95.2,0.42,1
Fruits,14.4,75.0,0.38,1
Eggs,4.7,56.9,1.53,0
Eggs,9.9,58.9,0.17,1
Vegetables,8.8,94.0,4.35,1
Milk,6.7,75.6,2.47,0
Eggs,6.2,55.7,3.65,1
Vegetables,11.8,95.8,1.07,1
Vegetables,10.9,80.8,4.27,1
Eggs,6.7,64.0,2.09,0
Fruits,8.1,75.7,3.05,1
Eggs,4.5,51.6,2.19,0
Meat,1.1,92.9,2.65,1
Milk,7.0,80.3,0.07,0
Vegetables,3.5,96.0,3.41,1
Fruits,8.3,88.5,0.16,1
Vegetables,11.3,86.0,0.31,1
Meat,3.4,74.0,2.15,0
Eggs,9.0,64.2,0.75,1
Fruits,12.8,88.8,2.7,1
Fruits,4.5,78.4,2.79,1
Fruits,12.2,81.3,3.62,1
Milk,8.0,84.1,4.84,1
Vegetables,3.9,86.6,1.91,1
Fruits,10.8,76.7,3.56,1
Milk,6.6,82.9,1.11,0
Fruits,11.4,88.2,2.48,1
Milk,2.0,85.2,2.5,1
Eggs,5.0,66.3,4.67,1
Fruits,5.8,89.7,2.9,1
Fruits,7.6,74.9,2.21,0
Eggs,3.7,70.0,1.11,0
Meat,7.2,89.1,0.79,1
Vegetables,3.0,81.6,0.94,0
Milk,3.4,83.6,4.16,1
Milk,6.4,71.9,1.54,0
Vegetables,9.7,81.2,2.24,1
Meat,6.4,86.5,3.71,1
Milk,7.4,66.3,0.75,1
Milk,8.3,66.5,3.79,1
Milk,9.6,75.2,2.85,1
Fruits,14.5,87.1,1.07,1
Fruits,13.5,84.4,3.11,1
Fruits,12.7,74.4,1.7,1
Milk,5.0,88.8,0.49,1
Vegetables,4.6,84.9,4.38,1
Milk,9.0,68.8,0.21,1
Meat,4.8,86.4,4.5,1
Meat,6.3,77.2,3.1,1
Fruits,12.5,71.4,1.49,1
Vegetables,4.3,80.8,2.34,0
Milk,6.8,84.6,1.65,0
Eggs,3.2,62.7,0.78,0
Milk,7.5,64.4,2.14,1
Meat,5.6,82.4,3.09,1
Meat,8.0,91.0,3.95,1
Milk,8.9,60.4,1.28,1
Fruits,14.5,80.0,2.78,1
Eggs,8.6,62.7,0.66,1
Vegetables,9.3,93.3,4.05,1
Milk,7.5,78.0,2.16,1
Milk,4.9,67.8,2.97,1
Meat,3.6,83.7,3.33,1
Meat,3.7,91.6,2.26,1
Meat,0.9,74.6,1.29,0
Fruits,5.8,89.2,1.23,1
Milk,9.0,68.2,3.4,1
Meat,5.4,82.5,3.36,1
Milk,9.4,77.8,2.32,1
Fruits,5.9,83.4,3.28,1
Meat,7.2,83.4,1.15,1
Meat,2.4,82.7,3.34,1
Fruits,12.2,78.7,1.99,1
Milk,4.9,74.0,3.62,1
Fruits,9.0,83.2,3.16,1
Fruits,14.5,82.3,4.17,1
