Product Type,Temperature (°C),Humidity (%),Shock Level (g),Risk Level
Eggs,6.4,57.1,1.5,0
Milk,5.4,61.1,0.58,0
Vegetables,11.9,94.3,2.04,1
Milk,5.1,84.1,1.65,0
Fruits,11.2,72.1,4.49,1
Milk,8.4,71.6,0.37,1
Fruits,6.5,75.8,4.23,1
Vegetables,4.1,81.0,4.43,1
Meat,3.4,77.6,3.43,1
Eggs,6.6,52.8,3.38,1
Vegetables,11.5,80.8,1.4,1
Meat,1.2,74.3,3.45,1
Milk,6.5,85.0,2.38,0
Milk,7.1,88.6,3.06,1
Vegetables,7.8,84.4,2.84,1
Vegetables,10.9,97.8,3.48,1
Milk,8.2,65.7,2.25,1
Vegetables,3.5,81.7,0.94,0
Vegetables,8.9,92.8,2.74,1
Meat,2.0,70.7,0.98,0
Meat,1.0,88.6,2.89,1
Fruits,12.6,78.9,2.92,1
Fruits,4.4,76.9,0.02,0
Meat,2.6,78.7,3.17,1
Milk,5.8,85.1,1.93,1
Meat,7.6,86.8,4.61,1
Milk,2.4,66.3,2.45,0
Eggs,4.3,58.7,4.88,1
Vegetables,4.0,83.6,1.22,0
Meat,7.8,85.4,1.88,1
Milk,7.8,84.7,0.29,1
Vegetables,10.7,96.6,2.46,1
Meat,2.2,91.8,4.46,1
Eggs,6.5,52.1,0.46,0
Vegetables,5.5,93.4,3.57,1
Eggs,9.9,67.5,0.19,1
Vegetables,9.5,83.0,4.24,1
Fruits,11.0,71.9,2.63,1
Milk,9.5,73.5,2.74,1
Vegetables,10.3,83.4,0.33,1
Eggs,3.1,65.0,1.92,0
Meat,0.5,91.4,4.37,1
Eggs,8.4,63.3,0.17,1
Fruits,7.3,85.7,4.24,1
Meat,2.6,76.0,3.38,1
Eggs,7.6,54.1,1.77,1
Fruits,4.4,76.7,0.33,0
Fruits,14.2,76.1,0.24,1
Meat,7.0,73.3,2.03,1
Fruits,12.1,71.5,4.91,1
Meat,1.0,78.7,1.42,0
Meat,4.8,86.8,2.88,1
Milk,9.2,85.1,4.52,1
Fruits,14.6,88.8,0.3,1
Fruits,5.4,84.6,0.42,0
Milk,7.4,82.8,3.89,1
Fruits,13.9,71.7,2.61,1
Eggs,7.6,52.3,4.14,1
Milk,8.6,76.9,1.94,1
Milk,9.3,72.5,0.95,1
Meat,3.4,91.3,4.43,1
Vegetables,2.9,87.5,1.18,1
Vegetables,3.0,95.0,4.88,1
Vegetables,7.6,85.5,4.5,1
Meat,0.5,88.8,2.92,1
Milk,6.5,63.6,1.26,0
Meat,0.9,71.9,0.76,0
Milk,7.2,79.9,3.67,1
Milk,9.2,83.4,2.63,1
Vegetables,6.9,95.9,1.28,1
Fruits,6.7,72.6,0.13,0
Fruits,12.0,71.5,0.24,1
Milk,8.5,79.2,0.8,1
Milk,4.8,65.0,1.5,0
Meat,7.3,90.5,0.53,1
Milk,2.1,62.9,0.96,0
Meat,5.7,71.3,1.06,0
Eggs,4.4,51.7,4.49,1
Fruits,13.6,86.6,3.95,1
Vegetables,4.0,90.5,0.61,1
Meat,0.9,80.9,2.9,1
Eggs,9.0,57.7,1.14,1
Milk,6.8,72.7,0.77,0
Eggs,6.6,59.0,2.75,1
Vegetables,2.6,85.6,2.89,1
Meat,0.7,77.6,2.5,0
Vegetables,3.5,82.4,4.82,1
Meat,3.9,74.4,0.48,0
Meat,6.3,71.6,3.38,1
Fruits,4.3,85.8,3.56,1
Milk,7.2,72.2,0.46,1
Vegetables,6.0,93.0,3.87,1
Eggs,2.2,66.4,2.86,1
Milk,9.9,86.8,2.15,1
Milk,4.9,77.8,0.63,0
Vegetables,9.2,87.2,1.58,1
Fruits,4.9,72.3,1.84,0
Milk,6.3,63.5,4.96,1
Meat,2.1,78.0,0.43,0
Milk,6.7,76.7,1.14,0
Milk,4.6,83.0,1.9,0
Meat,4.3,83.3,3.72,1
Fruits,13.4,79.7,3.97,1
Meat,7.8,80.8,1.51,1
Meat,3.5,80.0,1.52,0
Meat,0.8,80.7,3.2,1
Vegetables,10.2,84.0,3.54,1
Fruits,10.0,89.2,2.15,1
Fruits,7.0,85.2,2.21,1
Vegetables,2.9,94.0,4.61,1
Fruits,5.5,77.1,0.7,0
Vegetables,8.2,88.4,1.03,1
Milk,6.3,84.3,4.52,1
Fruits,8.3,75.5,2.44,0
Fruits,5.6,81.6,1.07,0
Milk,4.3,65.9,3.05,1
Fruits,10.5,79.2,4.42,1
Fruits,5.4,85.6,0.51,1
Meat,2.5,83.0,4.01,1
Meat,0.5,78.2,0.22,0
Milk,8.0,80.0,4.29,1
Fruits,7.4,79.3,3.06,1
Vegetables,10.2,84.2,1.7,1
Vegetables,10.4,95.5,0.6,1
Fruits,4.1,81.4,3.4,1
Milk,7.7,73.5,1.29,1
Fruits,7.9,71.2,0.85,0
Fruits,4.0,78.0,4.29,1
Vegetables,3.0,93.7,2.46,1
Milk,2.7,83.0,0.87,0
Fruits,14.4,78.2,0.75,1
Fruits,6.9,88.3,4.05,1
Milk,5.3,60.6,2.93,1
Vegetables,2.2,82.5,1.13,0
Eggs,6.0,67.3,0.83,0
Eggs,9.0,54.7,1.85,1
Milk,9.2,81.0,0.05,1
Eggs,5.4,54.8,1.5,0
Eggs,3.9,57.7,0.36,0
Vegetables,2.2,93.7,4.56,1
Vegetables,5.9,91.4,0.54,1
Vegetables,2.9,83.0,0.12,0
Eggs,8.5,67.2,4.14,1
Vegetables,9.6,96.8,3.75,1
Vegetables,7.9,95.8,1.82,1
Vegetables,10.2,86.2,1.7,1
Milk,9.2,72.4,2.82,1
Milk,6.0,67.4,4.04,1
Vegetables,6.0,97.7,4.7,1
Fruits,7.3,87.5,3.53,1
Milk,5.0,61.4,2.62,1
Vegetables,8.1,84.5,1.0,1
Fruits,12.4,71.8,2.58,1
Meat,4.1,88.7,3.19,1
Eggs,5.9,66.3,1.59,0
Eggs,5.9,69.0,0.39,0
Eggs,2.8,67.4,3.15,1
Milk,3.1,75.9,3.84,1
Fruits,6.3,74.9,0.55,0
Fruits,5.1,86.1,1.98,1
Vegetables,5.3,85.3,2.77,1
Fruits,14.2,78.2,3.51,1
Milk,4.3,64.2,4.62,1
Fruits,8.3,88.0,0.98,1
Vegetables,8.5,89.6,2.75,1
Fruits,10.1,83.7,1.78,1
Fruits,9.5,78.0,3.19,1
Meat,1.1,91.6,1.16,1
Milk,2.6,75.6,0.4,0
Meat,5.9,74.1,1.96,0
Vegetables,6.1,93.4,0.42,1
Vegetables,5.0,82.6,0.01,0
Milk,4.6,75.2,2.6,1
Milk,8.5,80.4,2.77,1
Vegetables,2.1,82.9,2.99,1
Eggs,2.6,55.0,4.41,1
Eggs,9.6,69.0,3.11,1
Vegetables,6.1,81.5,1.66,0
Fruits,11.9,76.1,4.92,1
Vegetables,10.6,91.8,1.57,1
Eggs,2.2,53.3,0.84,0
Vegetables,5.4,83.2,3.6,1
Meat,2.8,94.8,3.94,1
Eggs,8.0,64.8,4.06,1
Fruits,8.5,74.4,2.09,0
Eggs,8.7,63.5,2.41,1
Milk,7.2,76.2,0.28,1
Vegetables,10.3,96.5,0.79,1
Eggs,8.7,58.6,2.86,1
Meat,3.5,85.4,4.72,1
Milk,9.1,75.1,0.3,1
Fruits,10.5,83.8,0.21,1
Meat,5.3,85.7,4.38,1
Eggs,3.7,52.7,4.38,1
Milk,2.6,60.3,0.13,0
Vegetables,6.1,97.1,2.23,1
Milk,5.5,67.4,2.52,1
Vegetables,10.0,82.7,2.29,1
Fruits,5.2,71.6,3.71,1
Meat,1.9,88.5,1.81,1
Fruits,6.0,74.9,2.08,0
Eggs,2.8,61.8,2.35,0
Milk,6.3,64.7,0.82,0
Fruits,7.0,87.1,0.47,1
Milk,7.4,65.7,0.36,1
Milk,8.3,77.4,1.38,1
Vegetables,10.5,85.0,0.77,1
Milk,4.0,65.5,4.92,1
Eggs,4.9,63.3,0.55,0
Milk,7.2,71.8,4.43,1
Vegetables,5.1,89.0,0.01,1
Vegetables,7.6,87.0,4.06,1
Milk,3.4,74.9,1.94,0
Vegetables,12.0,94.9,3.9,1
Meat,2.4,93.3,4.78,1
Eggs,6.0,61.0,3.1,1
Milk,4.1,78.7,2.8,1
Fruits,5.1,77.6,4.14,1
Meat,0.6,90.7,1.37,1
Meat,7.8,76.0,1.86,1
Fruits,6.7,70.6,4.7,1
Vegetables,10.1,95.2,3.17,1
Meat,4.8,85.8,4.81,1
Milk,8.5,61.5,1.69,1
Vegetables,10.4,81.0,2.65,1
Fruits,10.4,82.1,2.06,1
Vegetables,2.2,86.8,4.52,1
Fruits,12.8,72.3,3.75,1
Eggs,3.7,63.1,0.17,0
Meat,3.7,85.0,1.22,0
Milk,5.8,66.7,1.02,0
Meat,3.4,80.4,1.59,0
Fruits,6.6,89.2,1.3,1
Eggs,4.2,55.6,2.93,1
Vegetables,9.8,88.8,2.01,1
Meat,4.1,83.9,0.15,0
Vegetables,5.3,82.0,2.99,1
Meat,0.3,75.8,1.92,0
Vegetables,8.6,93.4,1.12,1
Eggs,9.4,68.9,4.31,1
Meat,1.4,94.9,1.94,1
Eggs,4.8,68.5,0.87,0
Meat,4.1,79.2,3.37,1
Eggs,4.2,55.6,1.62,0
Fruits,5.2,80.1,4.06,1
Vegetables,9.1,89.6,0.59,1
Fruits,5.4,82.0,1.75,0
Eggs,8.7,61.2,3.71,1
Meat,5.6,70.1,2.87,1
Eggs,5.2,59.3,3.33,1
Vegetables,9.1,96.5,0.11,1
Meat,6.3,89.3,0.38,1
Fruits,5.0,72.5,0.89,0
Vegetables,11.5,93.2,4.67,1
Eggs,4.7,65.1,3.56,1
Eggs,6.4,65.7,0.09,0
Meat,1.3,90.8,2.22,1
Fruits,10.7,83.2,1.71,1
Vegetables,6.3,91.0,0.44,1
Milk,7.3,70.7,0.42,1
Fruits,14.3,89.2,0.0,1
Fruits,8.0,78.8,0.3,0
Fruits,6.8,85.8,1.38,1
Meat,3.8,93.2,0.22,1
Vegetables,3.2,89.9,2.58,1
Meat,5.8,92.4,0.81,1
Milk,5.9,86.9,0.18,1
Vegetables,11.2,94.7,4.96,1
Eggs,6.6,68.9,0.65,0
Fruits,4.5,70.7,0.63,0
Milk,3.5,62.4,3.36,1
Meat,6.1,73.3,3.88,1
Vegetables,9.5,84.6,0.13,1
Meat,1.9,76.8,0.3,0
Meat,7.6,87.0,2.95,1
Vegetables,10.4,80.4,4.53,1
Milk,4.0,80.7,0.39,0
Eggs,7.6,59.1,1.4,1
Eggs,7.5,54.3,3.42,1
Meat,0.9,79.8,0.15,0
Eggs,2.9,54.2,0.97,0
Eggs,6.0,64.6,2.26,0
Eggs,5.4,57.4,2.86,1
Vegetables,7.1,84.7,1.16,0
Meat,0.5,86.2,4.83,1
Eggs,4.8,55.3,4.63,1
Fruits,11.2,81.5,0.64,1
Milk,9.4,67.3,2.51,1
Meat,0.2,86.9,2.82,1
Fruits,4.8,72.8,2.09,0
Eggs,5.6,57.6,4.2,1
Eggs,4.0,66.6,3.5,1
Eggs,6.1,65.8,1.83,0
Eggs,3.6,51.7,3.63,1
Meat,4.2,83.1,1.88,0
Eggs,8.5,65.5,2.28,1
Fruits,4.8,79.7,3.38,1
Meat,3.5,76.4,2.69,1
Vegetables,4.6,84.0,1.1,0
Eggs,2.3,59.2,2.34,0
Eggs,5.0,67.0,2.53,1
Fruits,6.0,82.0,2.03,0
Meat,1.3,70.7,2.12,0
Eggs,7.0,61.0,1.61,0
Vegetables,7.4,85.6,1.18,1
Meat,0.9,83.8,2.44,0
Meat,0.3,78.1,2.38,0
Eggs,3.0,64.0,0.22,0
Vegetables,4.8,89.7,2.55,1
Vegetables,7.4,94.8,1.99,1
Milk,8.4,78.1,3.88,1
Eggs,3.4,58.3,2.97,1
Fruits,7.0,76.2,4.06,1
Fruits,6.8,83.7,3.34,1
Milk,3.6,89.5,2.16,1
Meat,2.9,81.3,0.96,0
Meat,7.6,77.7,2.26,1
Milk,2.9,66.6,1.58,0
Eggs,8.6,63.2,4.36,1
Fruits,14.6,71.5,0.09,1
Vegetables,11.0,81.7,0.18,1
Eggs,4.1,54.6,0.83,0
Milk,4.8,64.5,2.09,0
Fruits,12.8,70.4,3.0,1
Vegetables,2.4,89.7,1.67,1
Fruits,13.7,85.2,4.77,1
Vegetables,3.0,80.4,1.64,0
Meat,6.6,83.1,1.94,1
Vegetables,7.3,87.9,1.2,1
Fruits,12.1,80.1,4.35,1
Fruits,7.7,76.3,0.1,0
Fruits,5.6,75.8,1.74,0
Eggs,5.0,66.8,3.17,1
Milk,8.2,81.5,3.83,1
Fruits,6.2,87.9,2.1,1
Eggs,5.5,50.4,3.41,1
Milk,7.4,67.1,0.52,1
Fruits,14.4,83.5,2.68,1
Eggs,3.4,59.6,2.58,1
Meat,3.1,78.9,3.03,1
Eggs,2.5,62.4,2.33,0
Milk,7.2,85.5,0.13,1
Fruits,8.4,77.0,2.54,1
Fruits,14.0,88.1,4.89,1
Fruits,7.2,83.4,2.02,0
Vegetables,2.0,83.6,4.89,1
Eggs,3.5,66.0,2.02,0
Vegetables,11.9,94.1,1.61,1
Eggs,9.2,68.8,2.98,1
Meat,0.8,90.0,3.81,1
Vegetables,5.0,85.6,0.46,1
Fruits,14.5,78.8,2.8,1
Vegetables,8.2,83.6,2.96,1
Meat,5.0,70.3,0.75,0
Fruits,4.8,87.7,3.24,1
Fruits,8.0,84.1,2.19,0
Meat,6.5,77.2,4.3,1
Vegetables,7.2,93.5,3.6,1
Meat,6.7,71.8,2.23,1
Eggs,2.2,55.2,3.12,1
Fruits,5.5,72.5,0.15,0
Vegetables,8.0,91.6,2.84,1
Eggs,7.7,63.2,4.71,1
Milk,3.7,87.4,0.0,1
Vegetables,8.9,82.7,3.89,1
Fruits,5.9,75.1,1.0,0
Meat,5.7,78.5,0.61,0
Meat,3.6,90.4,1.0,1
Meat,2.0,83.3,3.66,1
Eggs,4.4,52.5,0.0,0
Fruits,4.3,80.7,3.49,1
Vegetables,7.0,89.2,1.03,1
Eggs,6.9,50.6,2.88,1
Vegetables,6.9,81.2,2.01,0
Fruits,12.3,84.7,1.41,1
Fruits,7.1,75.2,3.78,1
Vegetables,11.8,84.0,2.96,1
Fruits,5.9,75.4,2.67,1
Fruits,14.6,84.9,2.03,1
Eggs,8.1,54.7,4.06,1
Milk,4.2,81.2,2.69,1
Vegetables,4.3,81.6,3.29,1
Vegetables,11.3,81.6,0.19,1
Meat,1.7,80.9,3.21,1
Meat,2.1,77.0,2.01,0
Fruits,14.9,78.0,4.19,1
Vegetables,5.8,96.5,4.65,1
Fruits,6.0,88.7,2.31,1
Milk,4.1,72.0,4.14,1
Meat,6.1,84.1,4.86,1
Fruits,14.3,78.7,2.84,1
Meat,4.4,81.1,4.94,1
Fruits,14.9,80.3,3.77,1
Meat,0.9,88.2,2.46,1
Meat,7.2,88.3,1.35,1
Milk,5.1,79.7,0.66,0
Vegetables,8.3,88.1,0.44,1
Eggs,6.0,54.2,0.32,0
Vegetables,6.9,96.1,1.26,1
Milk,9.1,75.7,4.67,1
Eggs,7.0,57.1,1.92,0
Meat,5.7,75.9,0.58,0
Eggs,3.2,61.5,2.03,0
Eggs,7.6,51.5,2.28,1
Vegetables,6.2,81.9,2.56,1
Fruits,14.7,75.1,1.44,1
Meat,2.1,82.1,2.06,0
Milk,6.3,89.2,3.43,1
Vegetables,4.2,93.0,2.08,1
Vegetables,5.7,86.6,4.04,1
Fruits,9.7,82.7,2.34,1
Vegetables,11.5,90.1,1.82,1
Vegetables,10.8,86.5,3.53,1
Milk,3.7,73.3,3.65,1
Eggs,8.7,60.7,1.88,1
Meat,4.4,77.5,3.93,1
Fruits,12.1,82.9,3.54,1
Milk,4.3,83.2,1.15,0
Eggs,9.3,54.8,4.47,1
Eggs,7.9,54.5,3.66,1
Eggs,3.2,65.4,2.38,0
Fruits,13.2,88.1,1.79,1
Meat,0.6,90.5,3.36,1
Vegetables,5.2,87.4,4.71,1
Meat,4.4,89.5,3.43,1
Milk,5.5,79.4,0.22,0
Eggs,3.0,56.4,2.86,1
Meat,7.6,88.0,4.0,1
Vegetables,2.5,96.4,4.06,1
Eggs,5.7,55.3,0.46,0
Milk,2.7,67.5,2.25,0
Meat,5.5,83.2,3.23,1
Eggs,6.5,59.4,2.9,1
Eggs,5.0,60.2,2.63,1
Milk,3.1,66.8,3.44,1
Milk,4.7,67.6,1.0,0
Meat,2.1,79.1,1.7,0
Vegetables,8.4,92.7,1.82,1
Milk,5.3,69.2,4.98,1
Meat,6.8,88.0,2.37,1
Meat,7.0,92.1,0.74,1
Milk,5.0,79.8,3.51,1
Meat,5.3,77.7,0.9,0
Eggs,7.0,58.8,0.93,0
Eggs,6.7,66.0,3.03,1
Eggs,7.3,58.4,3.87,1
Fruits,9.5,87.4,2.92,1
Vegetables,11.8,86.7,0.62,1
Milk,9.7,84.7,3.84,1
Eggs,9.1,67.3,4.09,1
Milk,9.5,68.0,1.37,1
Vegetables,6.5,85.5,1.42,1
Milk,9.3,65.0,4.9,1
Meat,3.7,92.8,3.56,1
Vegetables,7.2,94.2,4.67,1
Meat,4.9,76.8,2.77,1
Meat,5.1,94.5,1.42,1
Vegetables,5.1,94.6,1.52,1
Milk,6.5,76.0,2.37,0
Vegetables,11.8,84.1,0.84,1
Meat,5.3,82.3,2.84,1
Fruits,13.3,77.0,2.06,1
Milk,7.2,69.8,3.2,1
Vegetables,9.6,97.4,4.64,1
Milk,9.6,82.0,2.42,1
Milk,7.4,74.2,4.41,1
Meat,2.2,81.7,3.53,1
Milk,3.3,69.3,4.39,1
Meat,2.4,77.8,1.87,0
Vegetables,5.1,97.5,0.75,1
Milk,6.6,76.5,0.06,0
Milk,6.9,86.7,1.95,1
Meat,1.6,82.0,0.81,0
Meat,3.7,91.4,1.04,1
Eggs,6.7,67.8,1.4,0
Vegetables,8.8,81.5,2.14,1
Vegetables,4.2,88.3,1.57,1
Milk,4.5,80.6,4.69,1
Fruits,4.7,83.8,2.9,1
Milk,5.7,83.4,4.22,1
Vegetables,11.8,91.2,1.8,1
Vegetables,4.5,94.6,4.97,1
Vegetables,3.6,88.7,4.61,1
Vegetables,7.6,85.4,4.42,1
Milk,6.3,78.3,2.62,1
Fruits,4.5,89.9,4.95,1
Vegetables,8.4,92.5,4.61,1
Fruits,5.5,76.5,3.85,1
Meat,0.9,93.6,2.93,1
Milk,3.0,83.7,0.89,0
Meat,1.4,76.9,4.64,1
Fruits,8.1,73.9,2.42,0
Vegetables,11.3,94.6,4.25,1
Fruits,12.8,77.8,3.57,1
Milk,9.1,85.4,4.82,1
Eggs,6.9,50.5,2.42,0
Eggs,6.7,60.1,0.48,0
Vegetables,3.6,81.4,2.91,1
Eggs,5.7,58.6,3.54,1
Milk,7.1,89.7,3.25,1
Vegetables,7.0,95.5,1.92,1
Meat,6.3,91.3,0.62,1
Meat,2.5,78.9,2.79,1
Vegetables,5.7,80.4,3.71,1
Vegetables,11.4,96.7,1.61,1
Fruits,6.8,81.7,3.94,1
Eggs,9.9,54.3,3.03,1
Meat,4.3,89.5,0.42,1
Vegetables,8.8,82.0,3.64,1
Milk,3.8,88.9,3.37,1
Milk,6.7,71.9,2.9,1
Vegetables,4.3,95.9,4.0,1
Eggs,3.0,63.8,4.53,1
Meat,5.3,72.9,0.37,0
Meat,4.1,94.7,2.75,1
Fruits,6.0,90.0,3.32,1
Milk,8.2,65.9,3.21,1
Meat,6.0,80.5,2.02,0
Eggs,6.1,61.6,3.73,1
Meat,6.3,85.8,4.17,1
Meat,4.2,85.6,1.74,1
Eggs,5.0,50.6,1.54,0
Milk,8.8,90.0,2.56,1
Meat,5.6,75.0,3.08,1
Meat,5.1,83.6,3.33,1
Vegetables,9.1,88.3,4.07,1
Meat,0.2,86.1,0.77,1
Vegetables,3.2,91.5,0.92,1
Milk,9.2,75.0,0.23,1
Fruits,6.0,75.1,1.28,0
Fruits,8.2,87.3,3.96,1
Meat,7.8,86.9,1.55,1
Milk,4.2,84.7,4.52,1
Meat,7.6,72.9,3.58,1
Fruits,12.9,87.6,1.44,1
Fruits,6.4,72.0,2.8,1
Fruits,6.4,86.6,3.93,1
Meat,7.2,89.9,1.08,1
Meat,0.1,78.3,2.87,1
Meat,1.3,94.3,1.72,1
Eggs,6.9,52.3,1.67,0
Vegetables,3.6,92.4,0.49,1
Milk,3.2,77.0,1.33,0
Fruits,9.7,75.0,0.57,1
Eggs,7.5,59.9,0.8,1
Vegetables,4.4,89.3,4.61,1
Vegetables,8.5,80.7,2.65,1
Vegetables,5.0,88.2,3.21,1
Vegetables,6.6,91.8,3.5,1
Eggs,2.9,50.6,4.84,1
Vegetables,6.5,85.4,3.11,1
Eggs,8.9,52.7,4.9,1
Vegetables,9.7,85.8,2.25,1
Meat,6.5,80.7,3.14,1
Meat,5.7,76.6,4.54,1
Milk,7.3,70.7,3.45,1
Vegetables,6.6,82.6,3.47,1
Eggs,9.1,66.6,4.9,1
Eggs,5.7,58.9,4.45,1
Vegetables,4.2,95.0,3.29,1
Milk,8.1,84.0,0.08,1
Vegetables,2.5,87.8,4.48,1
Vegetables,5.5,84.1,3.49,1
Milk,8.1,67.6,1.01,1
Vegetables,3.0,90.8,2.71,1
Vegetables,4.2,89.5,1.99,1
Vegetables,11.5,84.3,2.32,1
Eggs,2.8,50.6,0.35,0
Milk,6.6,88.4,2.37,1
Vegetables,4.9,90.9,2.65,1
Vegetables,4.9,83.2,2.85,1
Fruits,10.5,73.5,2.12,1
Milk,9.9,79.2,3.36,1
Eggs,3.8,59.5,4.08,1
Eggs,3.5,51.5,3.49,1
Milk,2.0,83.2,0.68,0
Milk,6.9,80.9,3.54,1
Vegetables,5.1,91.0,4.61,1
Meat,7.6,75.2,1.09,1
Meat,3.0,79.9,3.84,1
Vegetables,8.0,80.8,2.04,0
Fruits,13.9,75.3,1.04,1
Fruits,9.2,78.5,3.18,1
Eggs,7.2,61.6,3.72,1
Eggs,3.7,57.6,1.52,0
Eggs,6.9,68.9,2.65,1
Milk,6.3,67.4,4.13,1
Vegetables,9.9,81.9,3.76,1
Milk,2.3,83.9,0.06,0
Eggs,6.4,52.0,1.94,0
Eggs,5.1,65.3,3.61,1
Eggs,6.8,52.6,2.4,0
Fruits,12.4,76.1,2.33,1
Eggs,5.1,54.6,4.87,1
Fruits,6.6,75.7,3.0,1
Eggs,3.7,55.6,1.86,0
Vegetables,2.7,89.0,3.42,1
Milk,4.6,81.8,2.24,0
Eggs,4.6,60.4,3.27,1
Vegetables,7.8,86.4,1.28,1
Meat,7.6,78.9,0.55,1
Meat,4.1,71.6,3.15,1
Fruits,4.0,81.0,0.67,0
Eggs,8.6,60.1,1.36,1
Vegetables,2.9,84.5,1.76,0
Milk,9.1,88.5,4.88,1
Vegetables,3.0,88.1,1.04,1
Milk,4.7,66.1,0.6,0
Eggs,9.2,56.8,1.17,1
Fruits,9.4,75.8,2.43,1
Milk,3.5,68.0,0.81,0
Eggs,9.0,61.3,2.27,1
Eggs,8.0,56.6,2.82,1
Meat,3.6,91.7,1.07,1
Milk,5.4,70.7,4.73,1
Eggs,4.5,65.4,3.64,1
Eggs,6.3,68.8,2.98,1
Vegetables,8.0,88.7,2.13,1
Vegetables,11.8,96.8,4.02,1
Milk,2.6,60.7,0.46,0
Milk,2.8,81.9,1.77,0
Meat,7.1,80.2,1.78,1
Milk,7.3,68.6,1.99,1
Milk,2.7,80.3,3.35,1
Eggs,2.9,66.5,1.31,0
Milk,2.4,89.4,3.4,1
Vegetables,11.1,94.4,3.08,1
Fruits,10.6,79.3,0.67,1
Meat,7.8,81.1,2.59,1
Fruits,12.4,81.0,0.97,1
Vegetables,8.2,89.2,0.72,1
Fruits,7.1,81.7,4.0,1
Vegetables,4.9,91.5,3.95,1
Milk,8.3,77.7,0.23,1
Fruits,8.1,71.3,3.1,1
Milk,2.1,88.1,4.61,1
Meat,2.8,94.7,2.66,1
Vegetables,6.9,81.3,2.58,1
Meat,4.0,73.3,3.85,1
Meat,3.6,91.9,0.11,1
Milk,7.6,77.1,3.25,1
Eggs,2.9,68.8,2.99,1
Meat,7.6,89.3,3.12,1
Fruits,4.3,80.7,4.84,1
Vegetables,8.4,94.4,4.67,1
Vegetables,4.9,90.5,2.95,1
Meat,0.8,84.0,1.81,0
Fruits,11.9,76.4,4.4,1
Fruits,10.8,87.1,4.21,1
Vegetables,3.2,91.6,1.3,1
Vegetables,4.9,87.0,2.81,1
Eggs,6.5,57.3,2.8,1
Meat,0.6,86.8,3.67,1
Eggs,3.3,53.7,2.62,1
Milk,8.7,68.9,2.27,1
Vegetables,2.9,84.5,4.16,1
Fruits,6.0,84.3,1.4,0
Fruits,8.3,82.1,3.16,1
Vegetables,5.9,84.4,4.18,1
Vegetables,2.4,92.0,0.56,1
Vegetables,5.1,91.5,0.56,1
Meat,6.4,80.5,3.82,1
Milk,5.6,84.1,1.5,0
Meat,1.0,83.7,4.83,1
Eggs,4.4,67.7,4.72,1
Fruits,7.5,86.5,4.87,1
Meat,7.0,93.9,4.66,1
Vegetables,7.5,84.1,4.96,1
Fruits,5.5,77.5,3.69,1
Milk,2.8,72.6,4.55,1
Vegetables,9.8,83.0,0.42,1
Fruits,4.5,72.8,0.87,0
Eggs,4.5,65.5,4.24,1
Fruits,6.6,76.8,3.69,1
Eggs,4.4,64.9,2.14,0
Milk,6.8,87.4,3.14,1
Milk,3.1,65.2,3.22,1
Milk,3.7,64.2,4.93,1
Vegetables,2.1,89.3,4.81,1
Vegetables,2.0,97.5,0.86,1
Meat,4.6,84.0,2.25,0
Vegetables,6.9,88.0,0.24,1
Eggs,9.7,52.3,4.52,1
Eggs,2.8,67.1,2.08,0
Eggs,7.9,60.8,0.87,1
Eggs,7.7,56.3,4.29,1
Eggs,4.5,67.5,4.95,1
Milk,6.5,85.7,2.2,1
Vegetables,9.9,81.7,0.98,1
Milk,7.7,74.0,0.29,1
Eggs,7.9,65.0,2.84,1
Milk,9.9,87.3,4.93,1
Vegetables,6.1,90.1,1.59,1
Milk,7.3,79.4,0.61,1
Eggs,4.0,62.4,1.51,0
Milk,6.1,86.8,2.09,1
Milk,2.0,89.5,4.71,1
Fruits,13.2,87.4,1.41,1
Meat,6.0,94.0,0.64,1
Fruits,13.6,70.6,4.65,1
Eggs,3.7,57.6,4.08,1
Fruits,13.3,72.7,3.93,1
Milk,4.1,79.7,3.53,1
Milk,7.8,64.3,4.78,1
Meat,7.1,86.5,1.82,1
Vegetables,5.4,92.9,0.74,1
Meat,4.9,80.5,2.54,1
Fruits,14.8,70.0,1.39,1
Fruits,10.9,89.7,2.99,1
Meat,2.5,88.5,1.95,1
Meat,3.6,83.9,2.24,0
Eggs,4.9,57.2,4.48,1
Eggs,5.3,59.9,3.19,1
Meat,3.0,72.0,1.41,0
Vegetables,10.7,93.0,4.14,1
Vegetables,9.7,87.7,4.23,1
Vegetables,9.9,92.1,4.69,1
Fruits,7.5,82.7,1.78,0
Meat,7.9,74.0,4.4,1
Meat,7.0,90.7,0.18,1
Fruits,9.4,76.9,0.25,1
Eggs,2.2,61.7,4.03,1
Milk,7.5,60.7,0.67,1
Eggs,4.4,51.6,0.19,0
Eggs,9.4,61.0,3.06,1
Vegetables,4.6,88.2,0.96,1
Meat,4.1,83.7,0.17,0
Eggs,5.1,64.5,0.15,0
Vegetables,5.7,92.9,0.88,1
Meat,6.5,87.3,2.52,1
Eggs,10.0,59.9,0.87,1
Eggs,2.2,51.5,3.6,1
Milk,9.6,71.9,2.61,1
Eggs,2.1,61.5,2.44,0
Vegetables,6.9,88.7,4.45,1
Fruits,4.6,84.2,0.36,0
Meat,3.8,81.7,4.8,1
Eggs,6.2,67.3,0.8,0
Vegetables,6.4,85.5,0.85,1
Milk,9.3,82.4,4.6,1
Vegetables,7.0,94.0,2.49,1
